date,close
2001-03-22,1117.579956
2001-03-23,1139.829956
2001-03-26,1152.689941
2001-03-27,1182.170044
2001-03-28,1153.290039
2001-03-29,1147.949951
2001-03-30,1160.329956
2001-04-02,1145.869995
2001-04-03,1106.459961
2001-04-04,1103.25
2001-04-05,1151.439941
2001-04-06,1128.430054
2001-04-09,1137.589966
2001-04-10,1168.380005
2001-04-11,1165.890015
2001-04-12,1183.5
2001-04-16,1179.680054
2001-04-17,1191.810059
2001-04-18,1238.160034
2001-04-19,1253.689941
2001-04-20,1242.97998
2001-04-23,1224.359985
2001-04-24,1209.469971
2001-04-25,1228.75
2001-04-26,1234.52002
2001-04-27,1253.050049
2001-04-30,1249.459961
2001-05-01,1266.439941
2001-05-02,1267.430054
2001-05-03,1248.579956
2001-05-04,1266.609985
2001-05-07,1263.51001
2001-05-08,1261.199951
2001-05-09,1255.540039
2001-05-10,1255.180054
2001-05-11,1245.670044
2001-05-14,1248.920044
2001-05-15,1249.439941
2001-05-16,1284.98999
2001-05-17,1288.48999
2001-05-18,1291.959961
2001-05-21,1312.829956
2001-05-22,1309.380005
2001-05-23,1289.050049
2001-05-24,1293.170044
2001-05-25,1277.890015
2001-05-29,1267.930054
2001-05-30,1248.079956
2001-05-31,1255.819946
2001-06-01,1260.670044
2001-06-04,1267.109985
2001-06-05,1283.569946
2001-06-06,1270.030029
2001-06-07,1276.959961
2001-06-08,1264.959961
2001-06-11,1254.390015
2001-06-12,1255.849976
2001-06-13,1241.599976
2001-06-14,1219.869995
2001-06-15,1214.359985
2001-06-18,1208.430054
2001-06-19,1212.579956
2001-06-20,1223.140015
2001-06-21,1237.040039
2001-06-22,1225.349976
2001-06-25,1218.599976
2001-06-26,1216.76001
2001-06-27,1211.069946
2001-06-28,1226.199951
2001-06-29,1224.380005
2001-07-02,1236.719971
2001-07-03,1234.449951
2001-07-05,1219.23999
2001-07-06,1190.589966
2001-07-09,1198.780029
2001-07-10,1181.52002
2001-07-11,1180.180054
2001-07-12,1208.140015
2001-07-13,1215.680054
2001-07-16,1202.449951
2001-07-17,1214.439941
2001-07-18,1207.709961
2001-07-19,1215.02002
2001-07-20,1210.849976
2001-07-23,1191.030029
2001-07-24,1171.650024
2001-07-25,1190.48999
2001-07-26,1202.930054
2001-07-27,1205.819946
2001-07-30,1204.52002
2001-07-31,1211.22998
2001-08-01,1215.930054
2001-08-02,1220.75
2001-08-03,1214.349976
2001-08-06,1200.47998
2001-08-07,1204.400024
2001-08-08,1183.530029
2001-08-09,1183.430054
2001-08-10,1190.160034
2001-08-13,1191.290039
2001-08-14,1186.72998
2001-08-15,1178.02002
2001-08-16,1181.660034
2001-08-17,1161.969971
2001-08-20,1171.410034
2001-08-21,1157.26001
2001-08-22,1165.310059
2001-08-23,1162.089966
2001-08-24,1184.930054
2001-08-27,1179.209961
2001-08-28,1161.51001
2001-08-29,1148.560059
2001-08-30,1129.030029
2001-08-31,1133.579956
2001-09-04,1132.939941
2001-09-05,1131.73999
2001-09-06,1106.400024
2001-09-07,1085.780029
2001-09-10,1092.540039
2001-09-17,1038.77002
2001-09-18,1032.73999
2001-09-19,1016.099976
2001-09-20,984.539978
2001-09-21,965.799988
2001-09-24,1003.450012
2001-09-25,1012.27002
2001-09-26,1007.039978
2001-09-27,1018.609985
2001-09-28,1040.939941
2001-10-01,1038.550049
2001-10-02,1051.329956
2001-10-03,1072.280029
2001-10-04,1069.630005
2001-10-05,1071.380005
2001-10-08,1062.439941
2001-10-09,1056.75
2001-10-10,1080.98999
2001-10-11,1097.430054
2001-10-12,1091.650024
2001-10-15,1089.97998
2001-10-16,1097.540039
2001-10-17,1077.089966
2001-10-18,1068.609985
2001-10-19,1073.47998
2001-10-22,1089.900024
2001-10-23,1084.780029
2001-10-24,1085.199951
2001-10-25,1100.089966
2001-10-26,1104.609985
2001-10-29,1078.300049
2001-10-30,1059.790039
2001-10-31,1059.780029
2001-11-01,1084.099976
2001-11-02,1087.199951
2001-11-05,1102.839966
2001-11-06,1118.859985
2001-11-07,1115.800049
2001-11-08,1118.540039
2001-11-09,1120.310059
2001-11-12,1118.329956
2001-11-13,1139.089966
2001-11-14,1141.209961
2001-11-15,1142.23999
2001-11-16,1138.650024
2001-11-19,1151.060059
2001-11-20,1142.660034
2001-11-21,1137.030029
2001-11-23,1150.339966
2001-11-26,1157.420044
2001-11-27,1149.5
2001-11-28,1128.52002
2001-11-29,1140.199951
2001-11-30,1139.449951
2001-12-03,1129.900024
2001-12-04,1144.800049
2001-12-05,1170.349976
2001-12-06,1167.099976
2001-12-07,1158.310059
2001-12-10,1139.930054
2001-12-11,1136.76001
2001-12-12,1137.069946
2001-12-13,1119.380005
2001-12-14,1123.089966
2001-12-17,1134.359985
2001-12-18,1142.920044
2001-12-19,1149.560059
2001-12-20,1139.930054
2001-12-21,1144.890015
2001-12-24,1144.650024
2001-12-26,1149.369995
2001-12-27,1157.130005
2001-12-28,1161.02002
2001-12-31,1148.079956
2002-01-02,1154.670044
2002-01-03,1165.27002
2002-01-04,1172.51001
2002-01-07,1164.890015
2002-01-08,1160.709961
2002-01-09,1155.140015
2002-01-10,1156.550049
2002-01-11,1145.599976
2002-01-14,1138.410034
2002-01-15,1146.189941
2002-01-16,1127.569946
2002-01-17,1138.880005
2002-01-18,1127.579956
2002-01-22,1119.310059
2002-01-23,1128.180054
2002-01-24,1132.150024
2002-01-25,1133.280029
2002-01-28,1133.060059
2002-01-29,1100.640015
2002-01-30,1113.569946
2002-01-31,1130.199951
2002-02-01,1122.199951
2002-02-04,1094.439941
2002-02-05,1090.02002
2002-02-06,1083.51001
2002-02-07,1080.170044
2002-02-08,1096.219971
2002-02-11,1111.939941
2002-02-12,1107.5
2002-02-13,1118.51001
2002-02-14,1116.47998
2002-02-15,1104.180054
2002-02-19,1083.339966
2002-02-20,1097.97998
2002-02-21,1080.949951
2002-02-22,1089.839966
2002-02-25,1109.430054
2002-02-26,1109.380005
2002-02-27,1109.890015
2002-02-28,1106.72998
2002-03-01,1131.780029
2002-03-04,1153.839966
2002-03-05,1146.140015
2002-03-06,1162.77002
2002-03-07,1157.540039
2002-03-08,1164.310059
2002-03-11,1168.26001
2002-03-12,1165.579956
2002-03-13,1154.089966
2002-03-14,1153.040039
2002-03-15,1166.160034
2002-03-18,1165.550049
2002-03-19,1170.290039
2002-03-20,1151.849976
2002-03-21,1153.589966
2002-03-22,1148.699951
2002-03-25,1131.869995
2002-03-26,1138.48999
2002-03-27,1144.579956
2002-03-28,1147.390015
2002-04-01,1146.540039
2002-04-02,1136.76001
2002-04-03,1125.400024
2002-04-04,1126.339966
2002-04-05,1122.72998
2002-04-08,1125.290039
2002-04-09,1117.800049
2002-04-10,1130.469971
2002-04-11,1103.689941
2002-04-12,1111.01001
2002-04-15,1102.550049
2002-04-16,1128.369995
2002-04-17,1126.069946
2002-04-18,1124.469971
2002-04-19,1125.170044
2002-04-22,1107.829956
2002-04-23,1100.959961
2002-04-24,1093.140015
2002-04-25,1091.47998
2002-04-26,1076.319946
2002-04-29,1065.449951
2002-04-30,1076.920044
2002-05-01,1086.459961
2002-05-02,1084.560059
2002-05-03,1073.430054
2002-05-06,1052.670044
2002-05-07,1049.48999
2002-05-08,1088.849976
2002-05-09,1073.01001
2002-05-10,1054.98999
2002-05-13,1074.560059
2002-05-14,1097.280029
2002-05-15,1091.069946
2002-05-16,1098.22998
2002-05-17,1106.589966
2002-05-20,1091.880005
2002-05-21,1079.880005
2002-05-22,1086.02002
2002-05-23,1097.079956
2002-05-24,1083.819946
2002-05-28,1074.550049
2002-05-29,1067.660034
2002-05-30,1064.660034
2002-05-31,1067.140015
2002-06-03,1040.680054
2002-06-04,1040.689941
2002-06-05,1049.900024
2002-06-06,1029.150024
2002-06-07,1027.530029
2002-06-10,1030.73999
2002-06-11,1013.599976
2002-06-12,1020.26001
2002-06-13,1009.559998
2002-06-14,1007.27002
2002-06-17,1036.170044
2002-06-18,1037.140015
2002-06-19,1019.98999
2002-06-20,1006.289978
2002-06-21,989.140015
2002-06-24,992.719971
2002-06-25,976.140015
2002-06-26,973.530029
2002-06-27,990.640015
2002-06-28,989.820007
2002-07-01,968.650024
2002-07-02,948.090027
2002-07-03,953.98999
2002-07-05,989.030029
2002-07-08,976.97998
2002-07-09,952.830017
2002-07-10,920.469971
2002-07-11,927.369995
2002-07-12,921.390015
2002-07-15,917.929993
2002-07-16,900.940002
2002-07-17,906.039978
2002-07-18,881.559998
2002-07-19,847.75
2002-07-22,819.849976
2002-07-23,797.700012
2002-07-24,843.429993
2002-07-25,838.679993
2002-07-26,852.840027
2002-07-29,898.960022
2002-07-30,902.780029
2002-07-31,911.619995
2002-08-01,884.659973
2002-08-02,864.23999
2002-08-05,834.599976
2002-08-06,859.570007
2002-08-07,876.77002
2002-08-08,905.460022
2002-08-09,908.640015
2002-08-12,903.799988
2002-08-13,884.210022
2002-08-14,919.619995
2002-08-15,930.25
2002-08-16,928.77002
2002-08-19,950.700012
2002-08-20,937.429993
2002-08-21,949.359985
2002-08-22,962.700012
2002-08-23,940.859985
2002-08-26,947.950012
2002-08-27,934.820007
2002-08-28,917.869995
2002-08-29,917.799988
2002-08-30,916.070007
2002-09-03,878.02002
2002-09-04,893.400024
2002-09-05,879.150024
2002-09-06,893.919983
2002-09-09,902.960022
2002-09-10,909.580017
2002-09-11,909.450012
2002-09-12,886.909973
2002-09-13,889.809998
2002-09-16,891.099976
2002-09-17,873.52002
2002-09-18,869.460022
2002-09-19,843.320007
2002-09-20,845.390015
2002-09-23,833.700012
2002-09-24,819.289978
2002-09-25,839.659973
2002-09-26,854.950012
2002-09-27,827.369995
2002-09-30,815.280029
2002-10-01,847.909973
2002-10-02,827.909973
2002-10-03,818.950012
2002-10-04,800.580017
2002-10-07,785.280029
2002-10-08,798.549988
2002-10-09,776.76001
2002-10-10,803.919983
2002-10-11,835.320007
2002-10-14,841.440002
2002-10-15,881.27002
2002-10-16,860.02002
2002-10-17,879.200012
2002-10-18,884.390015
2002-10-21,899.719971
2002-10-22,890.159973
2002-10-23,896.140015
2002-10-24,882.5
2002-10-25,897.650024
2002-10-28,890.22998
2002-10-29,882.150024
2002-10-30,890.710022
2002-10-31,885.76001
2002-11-01,900.960022
2002-11-04,908.349976
2002-11-05,915.390015
2002-11-06,923.76001
2002-11-07,902.650024
2002-11-08,894.73999
2002-11-11,876.190002
2002-11-12,882.950012
2002-11-13,882.530029
2002-11-14,904.27002
2002-11-15,909.830017
2002-11-18,900.359985
2002-11-19,896.73999
2002-11-20,914.150024
2002-11-21,933.76001
2002-11-22,930.549988
2002-11-25,932.869995
2002-11-26,913.309998
2002-11-27,938.869995
2002-11-29,936.309998
2002-12-02,934.530029
2002-12-03,920.75
2002-12-04,917.580017
2002-12-05,906.549988
2002-12-06,912.22998
2002-12-09,892
2002-12-10,904.450012
2002-12-11,904.960022
2002-12-12,901.580017
2002-12-13,889.47998
2002-12-16,910.400024
2002-12-17,902.98999
2002-12-18,891.119995
2002-12-19,884.25
2002-12-20,895.76001
2002-12-23,897.380005
2002-12-24,892.469971
2002-12-26,889.659973
2002-12-27,875.400024
2002-12-30,879.390015
2002-12-31,879.820007
2003-01-02,909.030029
2003-01-03,908.590027
2003-01-06,929.01001
2003-01-07,922.929993
2003-01-08,909.929993
2003-01-09,927.570007
2003-01-10,927.570007
2003-01-13,926.26001
2003-01-14,931.659973
2003-01-15,918.219971
2003-01-16,914.599976
2003-01-17,901.780029
2003-01-21,887.619995
2003-01-22,878.359985
2003-01-23,887.340027
2003-01-24,861.400024
2003-01-27,847.47998
2003-01-28,858.539978
2003-01-29,864.359985
2003-01-30,844.609985
2003-01-31,855.700012
2003-02-03,860.320007
2003-02-04,848.200012
2003-02-05,843.590027
2003-02-06,838.150024
2003-02-07,829.690002
2003-02-10,835.969971
2003-02-11,829.200012
2003-02-12,818.679993
2003-02-13,817.369995
2003-02-14,834.890015
2003-02-18,851.169983
2003-02-19,845.130005
2003-02-20,837.099976
2003-02-21,848.169983
2003-02-24,832.580017
2003-02-25,838.570007
2003-02-26,827.549988
2003-02-27,837.280029
2003-02-28,841.150024
2003-03-03,834.809998
2003-03-04,821.98999
2003-03-05,829.849976
2003-03-06,822.099976
2003-03-07,828.890015
2003-03-10,807.47998
2003-03-11,800.72998
2003-03-12,804.190002
2003-03-13,831.900024
2003-03-14,833.27002
2003-03-17,862.789978
2003-03-18,866.450012
2003-03-19,874.02002
2003-03-20,875.669983
2003-03-21,895.789978
2003-03-24,864.22998
2003-03-25,874.73999
2003-03-26,869.950012
2003-03-27,868.52002
2003-03-28,863.5
2003-03-31,848.179993
2003-04-01,858.47998
2003-04-02,880.900024
2003-04-03,876.450012
2003-04-04,878.849976
2003-04-07,879.929993
2003-04-08,878.289978
2003-04-09,865.98999
2003-04-10,871.580017
2003-04-11,868.299988
2003-04-14,885.22998
2003-04-15,890.809998
2003-04-16,879.909973
2003-04-17,893.580017
2003-04-21,892.01001
2003-04-22,911.369995
2003-04-23,919.02002
2003-04-24,911.429993
2003-04-25,898.809998
2003-04-28,914.840027
2003-04-29,917.840027
2003-04-30,916.919983
2003-05-01,916.299988
2003-05-02,930.080017
2003-05-05,926.549988
2003-05-06,934.390015
2003-05-07,929.619995
2003-05-08,920.27002
2003-05-09,933.409973
2003-05-12,945.109985
2003-05-13,942.299988
2003-05-14,939.280029
2003-05-15,946.669983
2003-05-16,944.299988
2003-05-19,920.77002
2003-05-20,919.72998
2003-05-21,923.419983
2003-05-22,931.869995
2003-05-23,933.219971
2003-05-27,951.47998
2003-05-28,953.219971
2003-05-29,949.640015
2003-05-30,963.590027
2003-06-02,967
2003-06-03,971.559998
2003-06-04,986.23999
2003-06-05,990.140015
2003-06-06,987.76001
2003-06-09,975.929993
2003-06-10,984.840027
2003-06-11,997.47998
2003-06-12,998.51001
2003-06-13,988.609985
2003-06-16,1010.73999
2003-06-17,1011.659973
2003-06-18,1010.090027
2003-06-19,994.700012
2003-06-20,995.690002
2003-06-23,981.640015
2003-06-24,983.450012
2003-06-25,975.320007
2003-06-26,985.820007
2003-06-27,976.219971
2003-06-30,974.5
2003-07-01,982.320007
2003-07-02,993.75
2003-07-03,985.700012
2003-07-07,1004.419983
2003-07-08,1007.840027
2003-07-09,1002.210022
2003-07-10,988.700012
2003-07-11,998.140015
2003-07-14,1003.859985
2003-07-15,1000.419983
2003-07-16,994.090027
2003-07-17,981.72998
2003-07-18,993.320007
2003-07-21,978.799988
2003-07-22,988.109985
2003-07-23,988.609985
2003-07-24,981.599976
2003-07-25,998.679993
2003-07-28,996.52002
2003-07-29,989.280029
2003-07-30,987.48999
2003-07-31,990.309998
2003-08-01,980.150024
2003-08-04,982.820007
2003-08-05,965.460022
2003-08-06,967.080017
2003-08-07,974.119995
2003-08-08,977.590027
2003-08-11,980.590027
2003-08-12,990.349976
2003-08-13,984.030029
2003-08-14,990.51001
2003-08-15,990.669983
2003-08-18,999.73999
2003-08-19,1002.349976
2003-08-20,1000.299988
2003-08-21,1003.27002
2003-08-22,993.059998
2003-08-25,993.710022
2003-08-26,996.72998
2003-08-27,996.789978
2003-08-28,1002.840027
2003-08-29,1008.01001
2003-09-02,1021.98999
2003-09-03,1026.27002
2003-09-04,1027.969971
2003-09-05,1021.390015
2003-09-08,1031.640015
2003-09-09,1023.169983
2003-09-10,1010.919983
2003-09-11,1016.419983
2003-09-12,1018.630005
2003-09-15,1014.809998
2003-09-16,1029.319946
2003-09-17,1025.969971
2003-09-18,1039.579956
2003-09-19,1036.300049
2003-09-22,1022.820007
2003-09-23,1029.030029
2003-09-24,1009.380005
2003-09-25,1003.27002
2003-09-26,996.849976
2003-09-29,1006.580017
2003-09-30,995.969971
2003-10-01,1018.219971
2003-10-02,1020.23999
2003-10-03,1029.849976
2003-10-06,1034.349976
2003-10-07,1039.25
2003-10-08,1033.780029
2003-10-09,1038.72998
2003-10-10,1038.060059
2003-10-13,1045.349976
2003-10-14,1049.47998
2003-10-15,1046.76001
2003-10-16,1050.069946
2003-10-17,1039.319946
2003-10-20,1044.680054
2003-10-21,1046.030029
2003-10-22,1030.359985
2003-10-23,1033.77002
2003-10-24,1028.910034
2003-10-27,1031.130005
2003-10-28,1046.790039
2003-10-29,1048.109985
2003-10-30,1046.939941
2003-10-31,1050.709961
2003-11-03,1059.02002
2003-11-04,1053.25
2003-11-05,1051.810059
2003-11-06,1058.050049
2003-11-07,1053.209961
2003-11-10,1047.109985
2003-11-11,1046.569946
2003-11-12,1058.530029
2003-11-13,1058.410034
2003-11-14,1050.349976
2003-11-17,1043.630005
2003-11-18,1034.150024
2003-11-19,1042.439941
2003-11-20,1033.650024
2003-11-21,1035.280029
2003-11-24,1052.079956
2003-11-25,1053.890015
2003-11-26,1058.449951
2003-11-28,1058.199951
2003-12-01,1070.119995
2003-12-02,1066.619995
2003-12-03,1064.72998
2003-12-04,1069.719971
2003-12-05,1061.5
2003-12-08,1069.300049
2003-12-09,1060.180054
2003-12-10,1059.050049
2003-12-11,1071.209961
2003-12-12,1074.140015
2003-12-15,1068.040039
2003-12-16,1075.130005
2003-12-17,1076.47998
2003-12-18,1089.180054
2003-12-19,1088.660034
2003-12-22,1092.939941
2003-12-23,1096.02002
2003-12-24,1094.040039
2003-12-26,1095.890015
2003-12-29,1109.47998
2003-12-30,1109.640015
2003-12-31,1111.920044
2004-01-02,1108.47998
2004-01-05,1122.219971
2004-01-06,1123.670044
2004-01-07,1126.329956
2004-01-08,1131.920044
2004-01-09,1121.859985
2004-01-12,1127.22998
2004-01-13,1121.219971
2004-01-14,1130.52002
2004-01-15,1132.050049
2004-01-16,1139.829956
2004-01-20,1138.77002
2004-01-21,1147.619995
2004-01-22,1143.939941
2004-01-23,1141.550049
2004-01-26,1155.369995
2004-01-27,1144.050049
2004-01-28,1128.47998
2004-01-29,1134.109985
2004-01-30,1131.130005
2004-02-02,1135.26001
2004-02-03,1136.030029
2004-02-04,1126.52002
2004-02-05,1128.589966
2004-02-06,1142.76001
2004-02-09,1139.810059
2004-02-10,1145.540039
2004-02-11,1157.76001
2004-02-12,1152.109985
2004-02-13,1145.810059
2004-02-17,1156.98999
2004-02-18,1151.819946
2004-02-19,1147.060059
2004-02-20,1144.109985
2004-02-23,1140.98999
2004-02-24,1139.089966
2004-02-25,1143.670044
2004-02-26,1144.910034
2004-02-27,1144.939941
2004-03-01,1155.969971
2004-03-02,1149.099976
2004-03-03,1151.030029
2004-03-04,1154.869995
2004-03-05,1156.859985
2004-03-08,1147.199951
2004-03-09,1140.579956
2004-03-10,1123.890015
2004-03-11,1106.780029
2004-03-12,1120.569946
2004-03-15,1104.48999
2004-03-16,1110.699951
2004-03-17,1123.75
2004-03-18,1122.319946
2004-03-19,1109.780029
2004-03-22,1095.400024
2004-03-23,1093.949951
2004-03-24,1091.329956
2004-03-25,1109.189941
2004-03-26,1108.060059
2004-03-29,1122.469971
2004-03-30,1127
2004-03-31,1126.209961
2004-04-01,1132.170044
2004-04-02,1141.810059
2004-04-05,1150.569946
2004-04-06,1148.160034
2004-04-07,1140.530029
2004-04-08,1139.319946
2004-04-12,1145.199951
2004-04-13,1129.439941
2004-04-14,1128.170044
2004-04-15,1128.839966
2004-04-16,1134.609985
2004-04-19,1135.819946
2004-04-20,1118.150024
2004-04-21,1124.089966
2004-04-22,1139.930054
2004-04-23,1140.599976
2004-04-26,1135.530029
2004-04-27,1138.109985
2004-04-28,1122.410034
2004-04-29,1113.890015
2004-04-30,1107.300049
2004-05-03,1117.48999
2004-05-04,1119.550049
2004-05-05,1121.530029
2004-05-06,1113.98999
2004-05-07,1098.699951
2004-05-10,1087.119995
2004-05-11,1095.449951
2004-05-12,1097.280029
2004-05-13,1096.439941
2004-05-14,1095.699951
2004-05-17,1084.099976
2004-05-18,1091.48999
2004-05-19,1088.680054
2004-05-20,1089.189941
